symbol,entryTime,exitTime,entryIso,exitIso,side,entryPrice,exitPrice,sl,tp1,tp2,tp3,pnlPct,resultR,exitReason,decision,score,groupA,groupB,groupC,primaryRR,marketMode,hourVn,l1,l2,l3,l4,l5a,l5b,l6,l7,l8,l9,l10,tradePlanValid,win
NEARUSDT,1770210000000,1770224400000,2026-02-04T13:00:00.000Z,2026-02-04T17:00:00.000Z,SHORT,1.1809275846928358,1.143,1.222361,1.098061,1.056627,0.994477,3.2117,0.9154,TIMEOUT,VAO_TU_TIN,10.52,2.8125,3.125,4.5833,2,RANGING,20,2,1,1.5,0,2,1,1,1,2,1.5,2,1,1
NEARUSDT,1770307200000,1770321600000,2026-02-05T16:00:00.000Z,2026-02-05T20:00:00.000Z,SHORT,1.1125865295529365,1.009282,1.164239,1.009282,0.957629,0.88015,9.2851,2,TP,VAO_TU_TIN,10.42,3.125,3.125,4.1667,2,TRENDING,23,2,1,2,0,2,1,1,1,1,2,2,1,1
NEARUSDT,1770526800000,1770541200000,2026-02-08T05:00:00.000Z,2026-02-08T09:00:00.000Z,SHORT,1.0660340072587133,1.062,1.108496,0.98111,0.938648,0.874955,0.3784,0.095,TIMEOUT,VAO_TU_TIN,10.42,3.4375,2.8125,4.1667,2,RANGING,12,2,2,1.5,0,2,0,1.5,1,2,1,2,1,1
NEARUSDT,1770620400000,1770634800000,2026-02-09T07:00:00.000Z,2026-02-09T11:00:00.000Z,SHORT,1.040334941446781,0.991,1.079979,0.961047,0.921403,0.861937,4.7422,1.2444,TIMEOUT,CO_THE_VAO,9.17,3.4375,2.8125,2.9167,2,RANGING,14,2,2,1.5,0,2,0,1.5,1,0.5,1,2,1,1
NEARUSDT,1770638400000,1770652800000,2026-02-09T12:00:00.000Z,2026-02-09T16:00:00.000Z,SHORT,1.022597373649478,1.017,1.054783,0.958226,0.92604,0.877762,0.5474,0.1739,TIMEOUT,CO_THE_VAO,9.38,3.125,2.5,3.75,2,TRENDING,19,2,1,2,0,2,0,1,1,1,1.5,2,1,1
NEARUSDT,1770696000000,1770710400000,2026-02-10T04:00:00.000Z,2026-02-10T08:00:00.000Z,SHORT,1.0219203919172286,1.004,1.054446,0.956869,0.924344,0.875555,1.7536,0.551,TIMEOUT,VAO_TU_TIN,10.73,4.0625,2.5,4.1667,2,RANGING,11,2,2,1.5,1,2,0,1,1,1,2,2,1,1
NEARUSDT,1770714000000,1770728400000,2026-02-10T09:00:00.000Z,2026-02-10T13:00:00.000Z,SHORT,1.011242732964456,0.99,1.049359,0.93501,0.896894,0.841,2.1007,0.5573,TIMEOUT,VAO_TU_TIN,10.73,3.75,2.8125,4.1667,2,RANGING,16,2,2,2,0,2,0,1.5,1,1.5,1.5,2,1,1
NEARUSDT,1770732000000,1770775200000,2026-02-10T14:00:00.000Z,2026-02-11T02:00:00.000Z,SHORT,1.0022232465445995,0.995,1.020482,0.965706,0.947447,0.920059,0.7207,0.3956,TIMEOUT,SETUP_NGON,13.44,5,3.4375,5,2,TRENDING,21,2,2,2,2,2,1,1.5,1,2,2,2,1,1
NEARUSDT,1770786000000,1770800400000,2026-02-11T05:00:00.000Z,2026-02-11T09:00:00.000Z,SHORT,0.9895373994484544,0.949,1.016706,0.9352,0.908032,0.867279,4.0966,1.4921,TIMEOUT,VAO_TU_TIN,10.1,3.125,2.8125,4.1667,2,RANGING,12,2,1,2,0,2,0,1.5,1,2,1,2,1,1
NEARUSDT,1770804000000,1770818400000,2026-02-11T10:00:00.000Z,2026-02-11T14:00:00.000Z,SHORT,0.9742502396926284,0.994836,0.994836,0.933079,0.912493,0.881614,-2.113,-1,SL,VAO_TU_TIN,10.21,3.125,2.5,4.5833,2,TRENDING,17,2,1,2,0,2,0,1,1,2,1.5,2,1,0
NEARUSDT,1770822000000,1770836400000,2026-02-11T15:00:00.000Z,2026-02-11T19:00:00.000Z,SHORT,0.9656581439077854,0.966,0.998553,0.899868,0.866974,0.817631,-0.0354,-0.0104,TIMEOUT,VAO_TU_TIN,10.83,3.125,3.125,4.5833,2,RANGING,22,2,1,2,0,2,1,1,1,1.5,2,2,1,0
NEARUSDT,1770912000000,1770940800000,2026-02-12T16:00:00.000Z,2026-02-13T00:00:00.000Z,SHORT,0.9671882927417755,0.961,0.989989,0.921587,0.898786,0.864585,0.6398,0.2714,TIMEOUT,SETUP_NGON,11.88,3.4375,3.4375,5,2,TRENDING,23,2,2,1.5,0,2,1,1.5,1,2,2,2,1,1
NEARUSDT,1771120800000,1771135200000,2026-02-15T02:00:00.000Z,2026-02-15T06:00:00.000Z,SHORT,1.0764200000000002,1.078,1.113897,1.001466,0.963989,0.907774,-0.1468,-0.0422,TIMEOUT,CO_THE_VAO,9.06,2.8125,2.5,3.75,2,RANGING,9,0,1,1.5,2,2,0,1,1,0.5,2,2,1,0
NEARUSDT,1771178400000,1771192800000,2026-02-15T18:00:00.000Z,2026-02-15T22:00:00.000Z,SHORT,1.058448771573603,1.051,1.08519,1.004966,0.978225,0.939,0.7037,0.2786,TIMEOUT,VAO_TU_TIN,10.42,3.4375,2.8125,4.1667,2,TRENDING,1,2,2,1.5,0,2,0,1.5,1,2,1,2,1,1
NEARUSDT,1771214400000,1771228800000,2026-02-16T04:00:00.000Z,2026-02-16T08:00:00.000Z,SHORT,1.060224,1.046,1.088674,1.003324,0.974874,0.932199,1.3416,0.5,TIMEOUT,VAO_TU_TIN,10.73,3.75,2.8125,4.1667,2,RANGING,11,0,2,2,2,2,0,1.5,1,1,2,2,1,1
NEARUSDT,1771232400000,1771246800000,2026-02-16T09:00:00.000Z,2026-02-16T13:00:00.000Z,SHORT,1.0480862474441528,1.042,1.075471,0.993317,0.965932,0.924855,0.5807,0.2222,TIMEOUT,VAO_TU_TIN,10.31,4.0625,2.5,3.75,2,RANGING,16,1,2,1.5,2,2,0,1,1,1,1.5,2,1,1
